1;1.000000;1;1;10;1;1.000000;1
1;1.000000;1;1;10;1;1.000000;12;0;-nan;0
1;1.000000;1;1;10;1;1.000000;12;0;-nan;03;0;-nan;0
2;1.000000;1;2;20;1;1.000000;12;1;1.000000;13;0;-nan;0
5;1.250000;2;3;1;50;1;1.000000;12;4;1.333333;23;0;-nan;0
13035;3.798077;8;139;508;864;931;521;352;89;28;130350;2732;3.686910;72;7344;4.013115;83;2959;3.436702;7
13238;3.789865;8;140;525;879;952;524;356;89;28;132380;2732;3.686910;72;7547;3.991010;83;2959;3.436702;7
13545;3.810127;8;141;527;882;973;536;372;92;32;135450;2732;3.686910;72;7854;4.021505;83;2959;3.436702;7
13733;3.821091;8;142;528;885;984;550;375;96;34;137330;2920;3.743590;82;7854;4.021505;83;2959;3.436702;7
13942;3.812415;8;143;546;900;1006;553;379;96;34;139420;2920;3.743590;82;8063;3.999504;83;2959;3.436702;7
14061;3.801298;8;144;561;918;1012;555;379;96;34;140610;2920;3.743590;82;8063;3.999504;83;3078;3.408638;7
14185;3.793795;8;145;573;935;1016;559;381;96;34;141850;3044;3.712195;82;8063;3.999504;83;3078;3.408638;7
14350;3.796296;8;146;574;947;1033;563;385;98;34;143500;3209;3.727062;82;8063;3.999504;83;3078;3.408638;7
14549;3.806646;8;147;576;950;1045;578;388;102;36;145490;3408;3.774086;82;8063;3.999504;83;3078;3.408638;7
14750;3.816300;8;148;579;953;1057;593;391;106;38;147500;3609;3.815011;82;8063;3.999504;83;3078;3.408638;7
15073;3.836345;8;149;582;955;1075;606;411;109;42;150730;3609;3.815011;82;8386;4.031731;83;3078;3.408638;7
15461;3.871057;9;150;583;958;1077;624;424;129;45;4;154610;3609;3.815011;82;8774;4.090443;93;3078;3.408638;7
15662;3.879614;9;151;584;959;1092;641;430;131;45;4;156620;3609;3.815011;82;8774;4.090443;93;3279;3.466173;7
15841;3.881647;9;152;585;971;1110;647;434;133;45;4;158410;3788;3.826263;82;8774;4.090443;93;3279;3.466173;7
16058;3.891905;9;153;590;974;1114;661;449;136;45;4;160580;4005;3.869565;82;8774;4.090443;93;3279;3.466173;7
16183;3.880815;9;154;606;992;1121;663;449;136;45;4;161830;4005;3.869565;82;8774;4.090443;93;3404;3.438384;7
16449;3.883144;9;155;610;1016;1133;680;453;140;45;4;164490;4005;3.869565;82;9040;4.088648;93;3404;3.438384;7
16781;3.899837;9;156;612;1023;1142;709;462;149;46;4;167810;4005;3.869565;82;9372;4.114135;93;3404;3.438384;7
16962;3.900207;9;157;617;1035;1157;715;467;151;46;4;169620;4186;3.872340;82;9372;4.114135;93;3404;3.438384;7
17194;3.913063;9;158;618;1039;1161;731;481;154;48;4;171940;4186;3.872340;82;9372;4.114135;93;3636;3.513043;8
17488;3.919319;9;159;619;1057;1177;754;486;158;48;4;174880;4186;3.872340;82;9666;4.120205;93;3636;3.513043;8
17690;3.924135;9;160;620;1061;1197;769;489;160;48;4;176900;4186;3.872340;82;9666;4.120205;93;3838;3.550416;8
18043;3.942102;9;161;621;1063;1218;785;509;164;52;4;180430;4186;3.872340;82;10019;4.148654;93;3838;3.550416;8
18268;3.950692;9;162;627;1066;1222;799;525;167;52;4;182680;4411;3.910461;82;10019;4.148654;93;3838;3.550416;8
18488;3.958039;9;163;629;1067;1238;816;532;170;52;4;184880;4411;3.910461;82;10019;4.148654;93;4058;3.597518;8
18715;3.965883;9;164;633;1070;1250;833;535;176;54;4;187150;4638;3.943878;82;10019;4.148654;93;4058;3.597518;8
19022;3.972019;9;165;637;1077;1279;847;549;177;54;4;190220;4638;3.943878;82;10326;4.155332;93;4058;3.597518;8
19259;3.980777;9;166;638;1080;1295;864;552;183;56;4;192590;4875;3.979592;82;10326;4.155332;93;4058;3.597518;8
19548;3.982074;9;167;645;1091;1326;874;562;184;56;4;195480;4875;3.979592;82;10615;4.152973;93;4058;3.597518;8
19791;3.973299;9;168;664;1108;1352;879;566;184;56;4;197910;4875;3.979592;82;10858;4.131659;93;4058;3.597518;8
20072;3.989664;9;169;665;1112;1355;892;583;187;62;6;200720;5156;4.043922;92;10858;4.131659;93;4058;3.597518;8
20326;3.982367;9;170;673;1147;1369;906;584;187;62;6;203260;5156;4.043922;92;11112;4.114032;93;4058;3.597518;8
20574;3.993401;9;171;674;1151;1374;923;598;191;64;6;205740;5156;4.043922;92;11112;4.114032;93;4306;3.661565;8
20822;3.984309;9;172;694;1169;1400;928;602;191;64;6;208220;5156;4.043922;92;11360;4.093694;93;4306;3.661565;8
21076;3.993936;9;173;695;1174;1412;943;610;198;66;6;210760;5410;4.079940;92;11360;4.093694;93;4306;3.661565;8
21246;3.989110;9;174;700;1195;1428;947;612;198;66;6;212460;5410;4.079940;92;11360;4.093694;93;4476;3.653878;8
21482;3.995908;9;175;702;1197;1444;964;620;202;66;6;214820;5410;4.079940;92;11360;4.093694;93;4712;3.695686;8
21652;3.988946;9;176;715;1217;1453;971;622;202;66;6;216520;5580;4.049347;92;11360;4.093694;93;4712;3.695686;8
21875;3.991060;9;177;716;1230;1473;980;629;204;66;6;218750;5803;4.055206;92;11360;4.093694;93;4712;3.695686;8
22142;4.000361;9;178;723;1233;1477;995;646;210;67;6;221420;6070;4.087542;92;11360;4.093694;93;4712;3.695686;8
22466;4.004635;9;179;728;1241;1509;1009;660;211;67;6;224660;6070;4.087542;92;11684;4.099649;93;4712;3.695686;8
22794;4.008794;9;180;729;1261;1527;1036;665;215;67;6;227940;6070;4.087542;92;12012;4.105263;93;4712;3.695686;8
23200;4.025681;9;181;730;1266;1535;1068;680;229;68;6;232000;6070;4.087542;92;12418;4.135198;93;4712;3.695686;8
23660;4.050676;9;182;732;1268;1542;1078;713;241;78;7;236600;6070;4.087542;92;12878;4.179812;93;4712;3.695686;8
23980;4.050676;9;183;740;1280;1577;1090;723;242;78;7;239800;6070;4.087542;92;13198;4.176582;93;4712;3.695686;8
24201;4.050377;9;184;746;1294;1593;1098;731;244;78;7;242010;6291;4.085065;92;13198;4.176582;93;4712;3.695686;8
24378;4.045470;9;185;752;1315;1609;1103;733;244;78;7;243780;6291;4.085065;92;13198;4.176582;93;4889;3.687029;8
24700;4.045201;9;186;761;1327;1644;1115;743;245;78;7;247000;6291;4.085065;92;13520;4.172840;93;4889;3.687029;8
24901;4.043683;9;187;764;1343;1662;1125;747;245;78;7;249010;6291;4.085065;92;13520;4.172840;93;5090;3.693759;8
25225;4.043116;9;188;774;1355;1697;1137;757;246;78;7;252250;6291;4.085065;92;13844;4.168624;93;5090;3.693759;8
25505;4.034963;9;189;795;1374;1727;1143;762;246;78;7;255050;6291;4.085065;92;14124;4.150455;93;5090;3.693759;8
25987;4.057933;9;190;798;1375;1737;1154;796;258;88;8;259870;6291;4.085065;92;14606;4.189902;93;5090;3.693759;8
26279;4.050401;9;191;807;1416;1753;1170;797;258;88;8;262790;6291;4.085065;92;14898;4.173109;93;5090;3.693759;8
26488;4.049534;9;192;808;1432;1774;1180;801;258;88;8;264880;6291;4.085065;92;14898;4.173109;93;5299;3.703005;8
26825;4.048446;9;193;819;1445;1811;1192;811;259;88;8;268250;6291;4.085065;92;15235;4.168263;93;5299;3.703005;8
27266;4.062277;9;194;823;1448;1833;1210;838;264;94;8;272660;6291;4.085065;92;15676;4.190323;93;5299;3.703005;8
27724;4.077658;9;195;825;1453;1842;1247;853;281;95;8;277240;6291;4.085065;92;16134;4.214734;93;5299;3.703005;8
28234;4.099608;9;196;828;1455;1853;1258;888;294;106;9;282340;6291;4.085065;92;16644;4.250255;93;5299;3.703005;8
28511;4.107621;9;197;830;1459;1860;1275;904;299;108;9;285110;6291;4.085065;92;16644;4.250255;93;5576;3.754882;8
28774;4.112334;9;198;835;1463;1874;1294;908;306;110;9;287740;6554;4.106516;92;16644;4.250255;93;5576;3.754882;8
28961;4.105614;9;199;849;1485;1884;1302;910;306;110;9;289610;6741;4.078040;92;16644;4.250255;93;5576;3.754882;8
29205;4.108173;9;200;850;1491;1905;1321;915;308;110;9;292050;6741;4.078040;92;16644;4.250255;93;5820;3.779221;8
29490;4.114692;9;201;852;1497;1919;1337;924;316;112;9;294900;7026;4.106371;92;16644;4.250255;93;5820;3.779221;8
29756;4.119618;9;202;855;1499;1935;1357;933;321;112;9;297560;7026;4.106371;92;16644;4.250255;93;6086;3.813283;8
30051;4.127885;9;203;856;1503;1944;1375;949;327;114;9;300510;7026;4.106371;92;16644;4.250255;93;6381;3.860254;8
30596;4.151988;9;204;857;1506;1948;1399;965;353;121;16;305960;7026;4.106371;92;17189;4.291885;93;6381;3.860254;8
31061;4.164231;9;205;862;1509;1970;1417;992;360;128;16;310610;7026;4.106371;92;17654;4.311111;93;6381;3.860254;8
31380;4.156291;9;206;884;1529;2003;1425;999;360;128;16;313800;7026;4.106371;92;17973;4.293598;93;6381;3.860254;8
31615;4.155494;9;207;885;1545;2025;1437;1005;360;128;16;316150;7026;4.106371;92;17973;4.293598;93;6616;3.866745;8
31940;4.148052;9;208;895;1588;2042;1456;1007;360;128;16;319400;7026;4.106371;92;18298;4.277232;93;6616;3.866745;8
32147;4.143189;9;209;902;1610;2063;1462;1009;360;128;16;321470;7026;4.106371;92;18298;4.277232;93;6823;3.854802;8
32479;4.154387;9;210;903;1615;2067;1477;1028;365;135;18;324790;7358;4.157062;92;18298;4.277232;93;6823;3.854802;8
32664;4.146230;9;211;920;1639;2079;1483;1028;365;135;18;326640;7358;4.157062;92;18298;4.277232;93;7008;3.829508;8
33229;4.168737;9;212;922;1644;2081;1506;1047;392;142;25;332290;7358;4.157062;92;18863;4.315488;93;7008;3.829508;8
33416;4.160359;9;213;940;1668;2093;1512;1047;392;142;25;334160;7358;4.157062;92;18863;4.315488;93;7195;3.804865;8
33678;4.161888;9;214;942;1679;2111;1530;1055;394;142;25;336780;7620;4.163934;92;18863;4.315488;93;7195;3.804865;8
33960;4.165338;9;215;945;1683;2127;1555;1065;396;142;25;339600;7902;4.178741;92;18863;4.315488;93;7195;3.804865;8
34601;4.195586;10;216;946;1686;2129;1566;1077;432;155;37;3;346010;7902;4.178741;92;19504;4.368197;103;7195;3.804865;8
34967;4.208328;10;217;947;1688;2135;1580;1093;443;164;39;3;349670;8268;4.233487;92;19504;4.368197;103;7195;3.804865;8
35298;4.216197;10;218;948;1689;2149;1601;1106;453;166;39;3;352980;8599;4.265377;92;19504;4.368197;103;7195;3.804865;8
35725;4.219322;10;219;950;1711;2169;1634;1115;460;167;39;3;357250;8599;4.265377;92;19931;4.370833;103;7195;3.804865;8
35968;4.217142;10;220;954;1729;2190;1646;1121;460;167;39;3;359680;8599;4.265377;92;19931;4.370833;103;7438;3.808500;8
36272;4.221601;10;221;955;1734;2208;1666;1133;466;167;39;3;362720;8599;4.265377;92;19931;4.370833;103;7742;3.840278;8
36797;4.235382;10;222;956;1737;2218;1706;1151;485;171;39;3;367970;8599;4.265377;92;20456;4.393471;103;7742;3.840278;8
37056;4.234004;10;223;963;1753;2235;1718;1160;487;171;39;3;370560;8858;4.258654;92;20456;4.393471;103;7742;3.840278;8
37717;4.262290;10;224;964;1756;2238;1729;1172;523;186;51;6;377170;8858;4.258654;92;21117;4.442878;103;7742;3.840278;8
38340;4.285235;10;225;965;1758;2243;1739;1210;540;205;56;6;383400;8858;4.258654;92;21740;4.481550;103;7742;3.840278;8
38870;4.296927;10;226;968;1764;2253;1777;1227;559;210;56;6;388700;8858;4.258654;92;22270;4.498990;103;7742;3.840278;8
39151;4.297113;10;227;969;1778;2276;1791;1237;561;210;56;6;391510;9139;4.260606;92;22270;4.498990;103;7742;3.840278;8
39347;4.288501;10;228;988;1803;2289;1797;1237;561;210;56;6;393470;9139;4.260606;92;22270;4.498990;103;7938;3.816346;8
39608;4.286580;10;229;989;1822;2314;1810;1243;561;210;56;6;396080;9139;4.260606;92;22270;4.498990;103;8199;3.822378;8
40068;4.289936;10;230;990;1832;2357;1830;1263;566;210;56;6;400680;9139;4.260606;92;22730;4.500990;103;8199;3.822378;8
40269;4.281203;10;231;1010;1858;2370;1836;1263;566;210;56;6;402690;9139;4.260606;92;22730;4.500990;103;8400;3.799186;8
40546;4.280617;10;232;1015;1872;2390;1850;1273;568;210;56;6;405460;9416;4.258706;92;22730;4.500990;103;8400;3.799186;8
41009;4.283819;10;233;1017;1894;2411;1884;1284;576;212;56;6;410090;9416;4.258706;92;23193;4.502621;103;8400;3.799186;8
41321;4.286411;10;234;1021;1898;2427;1912;1295;579;212;56;6;413210;9728;4.270413;92;23193;4.502621;103;8400;3.799186;8
